"YieldCoefficientVariation_Percent","YieldMean_PoundPerAcre","Latitude_DecimalDegrees","Longitude_DecimalDegrees"
22.44,4275.82,46.311713123,-116.563162574
21.17,4124.9,46.311713123,-116.604826698
21.21,4405.78,46.311713123,-116.646490822
19.73,4238.48,46.311713123,-116.72981907
18.87,4438.94,46.311713123,-116.771483194
20.96,4431.85,46.311713123,-116.813147318
19.57,4125.86,46.311713123,-116.896475566
19.89,3701.31,46.311713123,-116.93813969
20.24,4698.12,46.311713123,-117.896414542
19.92,3998.61,46.311713123,-117.938078666
22.82,3024.76,46.311713123,-117.97974279
22.97,3337.35,46.311713123,-118.021406914
22.17,3564.89,46.311713123,-118.063071038
22.87,3248.36,46.311713123,-118.104735162
24.81,2791.47,46.311713123,-118.146399286
25,2570.73,46.311713123,-118.18806341
25.21,2554.26,46.311713123,-118.229727534
24.6,2403.97,46.311713123,-118.271391658
25.05,2193.15,46.311713123,-118.313055782
25.16,2423.63,46.311713123,-118.354719906
24.86,2135.55,46.311713123,-118.39638403
23.48,1723.03,46.311713123,-118.438048154
23.55,1449.81,46.311713123,-118.563040526
22.99,1644.79,46.311713123,-118.60470465
19.09,4539.64,46.353377247,-116.229849582
18.63,4611.26,46.353377247,-116.271513706
19.56,4539.96,46.353377247,-116.31317783
19.57,4137.08,46.353377247,-116.438170202
21.13,4085.19,46.353377247,-116.479834326
20.07,4375.71,46.353377247,-116.52149845
20.14,4312.91,46.353377247,-116.563162574
18.76,4463.75,46.353377247,-116.688154946
20.34,4034.26,46.353377247,-116.72981907
21.35,3446.63,46.353377247,-116.813147318
20.38,3868.1,46.353377247,-116.854811442
20.97,3531.67,46.353377247,-116.896475566
22.7,2681.08,46.353377247,-116.93813969
23.76,2402.06,46.353377247,-116.979803814
23.87,2379.21,46.353377247,-117.188124434
17.41,4668.51,46.353377247,-117.729758046
17.14,4532.9,46.353377247,-117.77142217
16.83,4462.98,46.353377247,-117.813086294
16.94,4481.05,46.353377247,-117.854750418
19.4,4365.19,46.353377247,-117.896414542
19.32,3817.55,46.353377247,-117.938078666
20.2,3597.49,46.353377247,-117.97974279
21.48,3660.96,46.353377247,-118.021406914
21.86,3454.27,46.353377247,-118.063071038
22.1,3449.58,46.353377247,-118.104735162
22.49,3369.79,46.353377247,-118.146399286
21.83,3635.49,46.353377247,-118.18806341
22.71,3280.97,46.353377247,-118.229727534
21.64,3182.65,46.353377247,-118.271391658
21.28,3300.65,46.353377247,-118.313055782
22.75,2682.31,46.353377247,-118.354719906
22.31,1473.2,46.353377247,-118.479712278
21.86,1400.27,46.353377247,-118.521376402
22.44,1343.04,46.353377247,-118.563040526
19.82,4667.45,46.395041371,-116.229849582
18.69,4529.27,46.395041371,-116.271513706
19.42,4339.83,46.395041371,-116.31317783
20.64,4408.82,46.395041371,-116.354841954
19.28,4557.08,46.395041371,-116.396506078
19.15,4442.77,46.395041371,-116.438170202
19.27,4396.88,46.395041371,-116.479834326
19.24,4462.17,46.395041371,-116.52149845
19.62,4163.06,46.395041371,-116.604826698
20.84,4481.4,46.395041371,-116.646490822
18.6,4457.48,46.395041371,-116.688154946
20.37,4267.03,46.395041371,-116.72981907
21.69,3587.95,46.395041371,-116.771483194
21.37,3608.7,46.395041371,-116.854811442
21.84,3117.62,46.395041371,-116.896475566
22.99,2775.3,46.395041371,-116.93813969
20.69,2856.14,46.395041371,-117.14646031
16.52,4198.08,46.395041371,-117.521437426
16.45,4451.66,46.395041371,-117.56310155
17.78,4319.42,46.395041371,-117.813086294
16.63,4200.79,46.395041371,-117.854750418
17.01,3959.98,46.395041371,-117.896414542
18.73,3707.83,46.395041371,-117.938078666
19.02,3653.49,46.395041371,-117.97974279
20.13,3625.79,46.395041371,-118.021406914
20.5,3465.57,46.395041371,-118.063071038
21.07,3382.9,46.395041371,-118.104735162
21.17,3410.17,46.395041371,-118.146399286
20.67,3127.19,46.395041371,-118.18806341
21.29,3115.42,46.395041371,-118.229727534
21.95,2878.83,46.395041371,-118.271391658
22.75,2376.79,46.395041371,-118.313055782
22.76,2070.37,46.395041371,-118.354719906
22.28,2128.87,46.395041371,-118.39638403
21.49,1692.06,46.395041371,-118.438048154
21.33,1402.35,46.395041371,-118.479712278
22.17,1251.26,46.395041371,-118.521376402
18.09,1196.04,46.395041371,-119.687971874
19.23,4681.44,46.436705495,-116.271513706
20.24,4357.86,46.436705495,-116.31317783
19.41,4634.04,46.436705495,-116.354841954
19.67,4575.11,46.436705495,-116.438170202
19.02,4137.85,46.436705495,-116.479834326
18.52,4402.91,46.436705495,-116.52149845
17.58,4282.5,46.436705495,-116.563162574
18.57,4452.47,46.436705495,-116.604826698
18.49,4293.45,46.436705495,-116.646490822
19.05,4367.44,46.436705495,-116.688154946
20.56,4060.59,46.436705495,-116.72981907
21.88,3395.19,46.436705495,-116.771483194
29.1,1726.31,46.436705495,-116.854811442
23.89,2696.19,46.436705495,-117.396445054
20.91,2799.37,46.436705495,-117.438109178
18.03,3963.57,46.436705495,-117.521437426
19.25,4076.28,46.436705495,-117.56310155
20.1,3443.02,46.436705495,-117.604765674
18.12,3459.12,46.436705495,-117.854750418
20.73,2833.51,46.436705495,-118.021406914
22.01,2688.95,46.436705495,-118.063071038
21.72,2093.25,46.436705495,-118.271391658
20.24,2549.39,46.436705495,-118.313055782
22.9,1872.46,46.436705495,-118.354719906
22.29,1948.95,46.436705495,-118.39638403
22.36,1663.72,46.436705495,-118.438048154
23.72,891.96,46.436705495,-118.729697022
18.35,4631.4,46.478369619,-116.563162574
18.74,4516.08,46.478369619,-116.604826698
18.97,4200.05,46.478369619,-116.646490822
21.67,3963,46.478369619,-116.688154946
20.08,4043.47,46.478369619,-116.72981907
18.44,4494.65,46.478369619,-116.896475566
20.04,4543.73,46.478369619,-116.979803814
18.34,4433.08,46.478369619,-117.021467938
18.23,4587.74,46.478369619,-117.063132062
17.56,4475.49,46.478369619,-117.104796186
20.37,2551.28,46.478369619,-117.313116806
20.71,2700.46,46.478369619,-117.35478093
21.65,2656.24,46.478369619,-117.396445054
19.86,3023.73,46.478369619,-117.438109178
19.36,3232.02,46.478369619,-117.479773302
20.03,2975.92,46.478369619,-117.521437426
19.89,2679.71,46.478369619,-117.56310155
21.05,2373.39,46.478369619,-117.604765674
20.69,2461.45,46.478369619,-117.688093922
20.78,1775.61,46.478369619,-118.313055782
21.87,1787.29,46.478369619,-118.354719906
26.3,748.05,46.478369619,-118.688032898
24.43,836.27,46.478369619,-118.729697022
17.01,4247.88,46.520033743,-116.813147318
18.06,4526.61,46.520033743,-116.854811442
19.12,4495.71,46.520033743,-116.896475566
19.04,4459.97,46.520033743,-116.93813969
18.77,4439.73,46.520033743,-116.979803814
18.46,4350.78,46.520033743,-117.021467938
18.11,4509.35,46.520033743,-117.063132062
17.32,4540.71,46.520033743,-117.104796186
17.3,4461.79,46.520033743,-117.14646031
16.64,3563.09,46.520033743,-117.313116806
18.77,3371.5,46.520033743,-117.35478093
19.02,3434.41,46.520033743,-117.396445054
19.24,3282.78,46.520033743,-117.438109178
19.72,2662.93,46.520033743,-117.521437426
21.2,2512.32,46.520033743,-117.56310155
21.03,2483.16,46.520033743,-117.646429798
20.97,2543.28,46.520033743,-117.688093922
20.83,2616.67,46.520033743,-117.729758046
16.91,1070.34,46.520033743,-118.896353518
21.6,3829.61,46.561697867,-116.396506078
20.7,3762.66,46.561697867,-116.438170202
20.09,4154.89,46.561697867,-116.479834326
18.94,4468.21,46.561697867,-116.563162574
19.86,3428.88,46.561697867,-116.604826698
18.92,4052.4,46.561697867,-116.646490822
19.51,3596.7,46.561697867,-116.688154946
20.89,3783.47,46.561697867,-116.72981907
20.58,3756.14,46.561697867,-116.771483194
17.89,4461.43,46.561697867,-116.813147318
17.45,4356.09,46.561697867,-116.854811442
17.47,4194.7,46.561697867,-116.896475566
17.82,4205.78,46.561697867,-116.93813969
17.75,4245.22,46.561697867,-116.979803814
17.37,4213.69,46.561697867,-117.021467938
17.44,4397.02,46.561697867,-117.063132062
17.61,4475.45,46.561697867,-117.104796186
17.34,4465.5,46.561697867,-117.14646031
16.83,4299.55,46.561697867,-117.188124434
17.35,3744.54,46.561697867,-117.396445054
18.19,3611.88,46.561697867,-117.438109178
30.95,693.62,46.561697867,-118.688032898
24.83,807.74,46.561697867,-118.729697022
19.31,1038.94,46.561697867,-118.81302527
18.6,1102,46.561697867,-118.854689394
20.19,3534.47,46.603361991,-116.438170202
20.26,3555.65,46.603361991,-116.479834326
18.95,4305.08,46.603361991,-116.52149845
19.16,4370.4,46.603361991,-116.563162574
18.61,4414.58,46.603361991,-116.604826698
20.39,3619.25,46.603361991,-116.646490822
19.92,3739.1,46.603361991,-116.688154946
20.35,3724.35,46.603361991,-116.72981907
17.66,4452.06,46.603361991,-116.771483194
18.28,4367.97,46.603361991,-116.813147318
17.12,4249.07,46.603361991,-116.854811442
16.95,4162.89,46.603361991,-116.896475566
16.19,4213.77,46.603361991,-116.93813969
17.17,4302.12,46.603361991,-116.979803814
17.18,4546.95,46.603361991,-117.021467938
17.59,4654.91,46.603361991,-117.063132062
17.44,4562.21,46.603361991,-117.104796186
17.21,4489.81,46.603361991,-117.14646031
16.91,4315.37,46.603361991,-117.188124434
16.48,4076.99,46.603361991,-117.229788558
16.44,3959.69,46.603361991,-117.271452682
17.6,4056.75,46.603361991,-117.438109178
17.74,3818.11,46.603361991,-117.479773302
18.79,3389.52,46.603361991,-117.521437426
20.17,3175.21,46.603361991,-117.56310155
20.23,3206.24,46.603361991,-117.646429798
28.9,741.38,46.603361991,-118.563040526
34.53,663.73,46.603361991,-118.60470465
32.65,666.98,46.603361991,-118.646368774
26.22,761.27,46.603361991,-118.688032898
22.6,865.54,46.603361991,-118.729697022
20.57,983.82,46.603361991,-118.771361146
21.37,3756.66,46.645026115,-116.688154946
17.94,4501.68,46.645026115,-116.72981907
18.16,4500.12,46.645026115,-116.771483194
18.61,4462.84,46.645026115,-116.813147318
18.05,4407.96,46.645026115,-116.854811442
16.51,4165.5,46.645026115,-116.896475566
16.56,4280.13,46.645026115,-116.93813969
17.74,4482.94,46.645026115,-116.979803814
18.41,4698.75,46.645026115,-117.021467938
17.56,4772.88,46.645026115,-117.063132062
17.68,4643.31,46.645026115,-117.104796186
16.84,4453.47,46.645026115,-117.14646031
16.14,4296.02,46.645026115,-117.188124434
15.98,4160.56,46.645026115,-117.229788558
16.94,4016.25,46.645026115,-117.271452682
17.43,3928.63,46.645026115,-117.313116806
16.48,3640.88,46.645026115,-117.479773302
18.94,3505.44,46.645026115,-117.521437426
18.55,3607.06,46.645026115,-117.56310155
17.97,2554.4,46.645026115,-117.938078666
18.01,2412.01,46.645026115,-117.97974279
18.57,2205.88,46.645026115,-118.104735162
20.45,1159.7,46.645026115,-118.39638403
17.3,4402.22,46.686690239,-116.604826698
20.34,3702.53,46.686690239,-116.646490822
18.9,4528.48,46.686690239,-116.688154946
18.37,4500.58,46.686690239,-116.72981907
18.53,4464.28,46.686690239,-116.771483194
18.4,4413.94,46.686690239,-116.813147318
18.22,4394.37,46.686690239,-116.854811442
17.49,4492.23,46.686690239,-116.896475566
17.72,4706.56,46.686690239,-116.979803814
18.27,4682.88,46.686690239,-117.021467938
18.04,4631.24,46.686690239,-117.063132062
17.69,4595.16,46.686690239,-117.104796186
16.63,4514.98,46.686690239,-117.14646031
16.5,4359.95,46.686690239,-117.188124434
15.81,4211.81,46.686690239,-117.229788558
16.06,4081.86,46.686690239,-117.271452682
17.51,3899.58,46.686690239,-117.313116806
17.68,3867.87,46.686690239,-117.35478093
23.48,1750.48,46.686690239,-117.396445054
17.98,2275.73,46.686690239,-118.063071038
18.27,2204.65,46.686690239,-118.104735162
19.06,1166.15,46.686690239,-118.729697022
17.55,1236.73,46.686690239,-118.771361146
19.41,3584.59,46.728354363,-116.646490822
17.22,4380.56,46.728354363,-116.813147318
17.28,4521.69,46.728354363,-116.896475566
19.22,4558.77,46.728354363,-116.93813969
17.92,4622.28,46.728354363,-117.063132062
16.86,4578.56,46.728354363,-117.104796186
15.58,4162.62,46.728354363,-117.229788558
15.62,4090.09,46.728354363,-117.271452682
16.9,4065.65,46.728354363,-117.313116806
18,3974.33,46.728354363,-117.35478093
18.27,3802.18,46.728354363,-117.396445054
17.17,3583.2,46.728354363,-117.521437426
18.01,3603.05,46.728354363,-117.56310155
21.99,1490.23,46.728354363,-117.688093922
16.13,2981.84,46.728354363,-117.813086294
16.51,2664.2,46.728354363,-117.97974279
16.51,2700.25,46.728354363,-118.063071038
18.29,1436.38,46.728354363,-118.646368774
17.74,1462.92,46.728354363,-118.688032898
17.34,1379.68,46.728354363,-118.729697022
16.8,1355.07,46.728354363,-118.771361146
16.15,1343.73,46.728354363,-118.81302527
15.86,1321.37,46.728354363,-118.896353518
16.02,4273,46.770018487,-116.896475566
17.01,4526.2,46.770018487,-116.93813969
17.83,4594.7,46.770018487,-116.979803814
17.57,4582.46,46.770018487,-117.021467938
16.96,4545.46,46.770018487,-117.063132062
16.39,4457.63,46.770018487,-117.104796186
15.47,4338.5,46.770018487,-117.14646031
14.8,4202.2,46.770018487,-117.188124434
15.13,4208.15,46.770018487,-117.229788558
15.88,4111.57,46.770018487,-117.271452682
16.09,4024.13,46.770018487,-117.313116806
17.36,3949.2,46.770018487,-117.35478093
17.9,3883.95,46.770018487,-117.396445054
18.16,3693.8,46.770018487,-117.438109178
17.18,3635.01,46.770018487,-117.479773302
17.13,3606.43,46.770018487,-117.521437426
16.68,3529.64,46.770018487,-117.646429798
16.31,3377.56,46.770018487,-117.688093922
15.83,3306.99,46.770018487,-117.729758046
15.42,2971.35,46.770018487,-117.77142217
15.32,2908.8,46.770018487,-117.813086294
14.82,2819.23,46.770018487,-117.896414542
17.34,1798.03,46.770018487,-118.354719906
17.38,1692.09,46.770018487,-118.438048154
17,1596.35,46.770018487,-118.479712278
16.09,1554.05,46.770018487,-118.563040526
16.18,1542.07,46.770018487,-118.60470465
16.58,1542.33,46.770018487,-118.646368774
15.97,1543.55,46.770018487,-118.688032898
15.78,1477.69,46.770018487,-118.729697022
15.4,1483.12,46.770018487,-118.771361146
16.77,4492.27,46.811682611,-117.063132062
16.67,4438.55,46.811682611,-117.104796186
16.24,4349.24,46.811682611,-117.14646031
16.02,4254.88,46.811682611,-117.188124434
15.78,4308.78,46.811682611,-117.229788558
16.44,4141.07,46.811682611,-117.271452682
16.58,4073.73,46.811682611,-117.313116806
17.23,4063.53,46.811682611,-117.35478093
17.52,3952.55,46.811682611,-117.396445054
17.48,3873.85,46.811682611,-117.438109178
17.42,3784.16,46.811682611,-117.479773302
17.48,3720.61,46.811682611,-117.521437426
17.42,3715.91,46.811682611,-117.56310155
16.92,3618.97,46.811682611,-117.604765674
16.29,3485.05,46.811682611,-117.646429798
16.23,3379.04,46.811682611,-117.688093922
15.06,3256.43,46.811682611,-117.729758046
14.84,3060.87,46.811682611,-117.77142217
14.6,2990.95,46.811682611,-117.813086294
15.6,2282.05,46.811682611,-118.229727534
15.91,1940.07,46.811682611,-118.354719906
15.78,1926.14,46.811682611,-118.39638403
16.16,1635.48,46.811682611,-118.438048154
15.5,1653.61,46.811682611,-118.479712278
15.37,1685.1,46.811682611,-118.521376402
15.25,1654.33,46.811682611,-118.563040526
15.51,1556.92,46.811682611,-118.60470465
16.12,1526.93,46.811682611,-118.646368774
15.4,1545.47,46.811682611,-118.688032898
18.04,4463.66,46.853346735,-117.021467938
17.76,4475.3,46.853346735,-117.063132062
16.83,4519.15,46.853346735,-117.104796186
16.28,4442.03,46.853346735,-117.14646031
17.52,4414.1,46.853346735,-117.188124434
16.61,4256.11,46.853346735,-117.229788558
16.62,4106.93,46.853346735,-117.271452682
16.59,3998.39,46.853346735,-117.313116806
17.19,4035.93,46.853346735,-117.35478093
17.31,3951.52,46.853346735,-117.396445054
17.53,3952.07,46.853346735,-117.438109178
17.27,3936.26,46.853346735,-117.479773302
17.26,3792.84,46.853346735,-117.521437426
16.88,3662.01,46.853346735,-117.56310155
15.84,3518.51,46.853346735,-117.604765674
16.06,3347.62,46.853346735,-117.646429798
15.88,3206.63,46.853346735,-117.688093922
15.65,3087.43,46.853346735,-117.729758046
15.53,2980.92,46.853346735,-117.77142217
14.83,2970.82,46.853346735,-117.813086294
15.25,2075.78,46.853346735,-117.854750418
15.41,2407.37,46.853346735,-118.229727534
16.14,1209.65,46.853346735,-118.313055782
15.38,2091.54,46.853346735,-118.354719906
15.41,1959.33,46.853346735,-118.39638403
15.01,1800.58,46.853346735,-118.438048154
14.96,1787.03,46.853346735,-118.479712278
14.54,1739.84,46.853346735,-118.521376402
14.24,1756.85,46.853346735,-118.563040526
15.02,1673.72,46.853346735,-118.60470465
15.27,1585.1,46.853346735,-118.646368774
15.82,1556.27,46.853346735,-118.81302527
18.17,4576.15,46.895010859,-116.93813969
17.52,4542.07,46.895010859,-116.979803814
17.57,4506.64,46.895010859,-117.021467938
17.06,4504.91,46.895010859,-117.063132062
17.35,4399,46.895010859,-117.104796186
16.44,4436.48,46.895010859,-117.14646031
16.98,4372.11,46.895010859,-117.188124434
16.75,4230.88,46.895010859,-117.229788558
16.68,4141.59,46.895010859,-117.271452682
16.75,4075.23,46.895010859,-117.313116806
16.81,3989.63,46.895010859,-117.35478093
17.17,3902.2,46.895010859,-117.396445054
17.04,3897.95,46.895010859,-117.438109178
17.12,3910.38,46.895010859,-117.479773302
16.78,3873.61,46.895010859,-117.521437426
16.36,3730.38,46.895010859,-117.56310155
16.19,3552.98,46.895010859,-117.604765674
15.23,3384.14,46.895010859,-117.646429798
15.75,3306.1,46.895010859,-117.688093922
14.97,3237.57,46.895010859,-117.729758046
14.83,3145.82,46.895010859,-117.77142217
15.04,2996.95,46.895010859,-117.813086294
15.59,2074.48,46.895010859,-117.97974279
14.71,2812.48,46.895010859,-118.021406914
15.69,1180.59,46.895010859,-118.313055782
15.25,1173.37,46.895010859,-118.354719906
15.45,1966.17,46.895010859,-118.39638403
15.65,1909.85,46.895010859,-118.438048154
15.31,1850.5,46.895010859,-118.479712278
14.59,1811.29,46.895010859,-118.521376402
14.81,1841.95,46.895010859,-118.563040526
15.57,1666.9,46.895010859,-118.688032898
16.04,1607.17,46.895010859,-118.729697022
15.2,1622.46,46.895010859,-118.854689394
14.94,1443.47,46.895010859,-119.02134589
19.33,4411.42,46.936674983,-116.813147318
18.34,4458.51,46.936674983,-116.854811442
18.89,4445.36,46.936674983,-116.896475566
18.07,4552.38,46.936674983,-116.93813969
18.14,4429.46,46.936674983,-116.979803814
18.28,4390.81,46.936674983,-117.021467938
17.53,4370.67,46.936674983,-117.063132062
17.37,4491.12,46.936674983,-117.104796186
17.29,4340.51,46.936674983,-117.14646031
17.46,4288.78,46.936674983,-117.188124434
17,4221.92,46.936674983,-117.229788558
16.65,4247.04,46.936674983,-117.271452682
16.65,4096.16,46.936674983,-117.313116806
16.64,4047.18,46.936674983,-117.35478093
16.86,4015.36,46.936674983,-117.396445054
16.58,3849.69,46.936674983,-117.438109178
16.23,3812.79,46.936674983,-117.479773302
15.98,3782.45,46.936674983,-117.521437426
15.82,3659.38,46.936674983,-117.56310155
15.9,3494.67,46.936674983,-117.604765674
16.06,3450.29,46.936674983,-117.646429798
15.64,3320.25,46.936674983,-117.688093922
14.96,3268.44,46.936674983,-117.729758046
14.8,3151.09,46.936674983,-117.77142217
16.04,2138.48,46.936674983,-117.813086294
15.38,2059.86,46.936674983,-117.97974279
15.44,1163.98,46.936674983,-118.313055782
15.67,2011.74,46.936674983,-118.354719906
15.66,1936.35,46.936674983,-118.39638403
15.62,1849.43,46.936674983,-118.438048154
15.01,1772.39,46.936674983,-118.479712278
15.13,1716.29,46.936674983,-118.521376402
15.08,1723.54,46.936674983,-118.563040526
14.74,1723.47,46.936674983,-118.60470465
14.56,1747.21,46.936674983,-118.646368774
15.77,1591.44,46.936674983,-118.771361146
15.75,1553.77,46.936674983,-118.81302527
15.17,1438.65,46.936674983,-119.02134589
19.35,4432.51,46.978339107,-116.854811442
19.6,4472.19,46.978339107,-116.896475566
17.74,4503.01,46.978339107,-116.93813969
18.27,4315.26,46.978339107,-116.979803814
17.78,4357.38,46.978339107,-117.021467938
18.08,4451.5,46.978339107,-117.063132062
17.45,4351.6,46.978339107,-117.104796186
16.95,4304.35,46.978339107,-117.14646031
16.95,4371,46.978339107,-117.188124434
16.7,4301.71,46.978339107,-117.229788558
16.81,4171.25,46.978339107,-117.271452682
16.8,4148.1,46.978339107,-117.313116806
16.31,4113.24,46.978339107,-117.35478093
16.47,4106.94,46.978339107,-117.396445054
16.53,4064.86,46.978339107,-117.438109178
16.34,3969.87,46.978339107,-117.479773302
16.23,3768.29,46.978339107,-117.521437426
16.11,3497.83,46.978339107,-117.56310155
15.6,3447.14,46.978339107,-117.604765674
15.86,3378.79,46.978339107,-117.646429798
15.63,3290.13,46.978339107,-117.688093922
15.34,3219.97,46.978339107,-117.729758046
16.24,2147.66,46.978339107,-117.813086294
15.35,3126.14,46.978339107,-117.854750418
15.5,2038.49,46.978339107,-118.063071038
15.73,2014.89,46.978339107,-118.313055782
16.4,1953.18,46.978339107,-118.354719906
16.45,1880.3,46.978339107,-118.39638403
16.35,1818.84,46.978339107,-118.438048154
15.29,1718.13,46.978339107,-118.479712278
14.6,1699.47,46.978339107,-118.729697022
14.41,1704.91,46.978339107,-118.771361146
18.58,4319.6,47.020003231,-116.93813969
18.95,4235.1,47.020003231,-117.021467938
17.92,4340.57,47.020003231,-117.063132062
17.58,4348.12,47.020003231,-117.104796186
17.5,4293.91,47.020003231,-117.14646031
17.44,4268.51,47.020003231,-117.188124434
17.33,4233.91,47.020003231,-117.229788558
16.91,4316.8,47.020003231,-117.271452682
16.51,4178.37,47.020003231,-117.313116806
16.54,4131.39,47.020003231,-117.35478093
15.93,4140.47,47.020003231,-117.396445054
16.07,4037.62,47.020003231,-117.438109178
16,3947.07,47.020003231,-117.479773302
15.91,3889.36,47.020003231,-117.521437426
15.96,3689.07,47.020003231,-117.56310155
16.27,3510.98,47.020003231,-117.604765674
16.04,3420.07,47.020003231,-117.646429798
15.36,3402.65,47.020003231,-117.688093922
15.47,3246.69,47.020003231,-117.77142217
16.5,2056.52,47.020003231,-118.313055782
16.76,2053.89,47.020003231,-118.354719906
16.86,1985.6,47.020003231,-118.39638403
15.18,1660.37,47.020003231,-118.521376402
14.7,1802.65,47.020003231,-118.688032898
14.38,1754.05,47.020003231,-118.729697022
14.47,1678.58,47.020003231,-118.771361146
13.99,1627.59,47.020003231,-118.854689394
14.07,1603.45,47.020003231,-118.896353518
18.34,4279.76,47.061667355,-117.021467938
18.65,4283.82,47.061667355,-117.063132062
17.6,4321.49,47.061667355,-117.104796186
17.33,4264.04,47.061667355,-117.14646031
17.19,4247.16,47.061667355,-117.188124434
17.15,4223.69,47.061667355,-117.229788558
17.33,4199.91,47.061667355,-117.271452682
17.26,4142.77,47.061667355,-117.313116806
16.47,4195.17,47.061667355,-117.35478093
15.75,4104.61,47.061667355,-117.396445054
15.8,4060.84,47.061667355,-117.438109178
15.71,3994.24,47.061667355,-117.479773302
15.94,3862.26,47.061667355,-117.521437426
15.84,3701.53,47.061667355,-117.56310155
15.94,3590.54,47.061667355,-117.604765674
15.29,3491.23,47.061667355,-117.688093922
15.11,3406.53,47.061667355,-117.729758046
16.21,2288.06,47.061667355,-118.18806341
18.58,1163.77,47.061667355,-118.354719906
16.53,2084.94,47.061667355,-118.39638403
19.3,1150.61,47.061667355,-118.438048154
16.97,1981.38,47.061667355,-118.479712278
16.59,1865.56,47.061667355,-118.521376402
16.05,1868.64,47.061667355,-118.563040526
15.23,1845.24,47.061667355,-118.60470465
14.57,1784.76,47.061667355,-118.688032898
14.46,1701.02,47.061667355,-118.729697022
14.42,1631.14,47.061667355,-118.771361146
14.51,1649.15,47.061667355,-118.81302527
18.55,4148.52,47.103331479,-117.021467938
18.42,4317.35,47.103331479,-117.063132062
16.84,4354.05,47.103331479,-117.104796186
17.52,4250.15,47.103331479,-117.14646031
17.67,4216.55,47.103331479,-117.188124434
17.43,4201.03,47.103331479,-117.229788558
17.16,4196.15,47.103331479,-117.271452682
16.19,4202.82,47.103331479,-117.313116806
16.57,4101.42,47.103331479,-117.35478093
15.67,4072.27,47.103331479,-117.396445054
15.57,4017.26,47.103331479,-117.438109178
15.56,3964.92,47.103331479,-117.479773302
17.33,3068.28,47.103331479,-117.521437426
17.15,3000.86,47.103331479,-117.56310155
17.49,2967.87,47.103331479,-117.604765674
17.1,2923.84,47.103331479,-117.646429798
16.28,2865.09,47.103331479,-117.688093922
14.98,3180.32,47.103331479,-117.854750418
18.96,1555.65,47.103331479,-117.938078666
16.89,2198.45,47.103331479,-118.354719906
18.96,1165.37,47.103331479,-118.39638403
16.85,2104.36,47.103331479,-118.438048154
16.13,2067.83,47.103331479,-118.479712278
16.47,1978.83,47.103331479,-118.521376402
15.9,1918.7,47.103331479,-118.563040526
14.94,1840.5,47.103331479,-118.646368774
15.15,1864.65,47.103331479,-118.688032898
18.12,4286.88,47.144995603,-116.854811442
18.53,4276.08,47.144995603,-116.896475566
17.6,4469.87,47.144995603,-116.93813969
17.35,4373.63,47.144995603,-116.979803814
18.7,4249.66,47.144995603,-117.021467938
18.16,4305.34,47.144995603,-117.063132062
18.01,4346.53,47.144995603,-117.104796186
17.61,4343.75,47.144995603,-117.14646031
17.4,4320.47,47.144995603,-117.188124434
17.35,4193.17,47.144995603,-117.229788558
16.69,4279.07,47.144995603,-117.271452682
17.03,4184.98,47.144995603,-117.313116806
16.79,4112.77,47.144995603,-117.35478093
15.87,4084.67,47.144995603,-117.396445054
15.19,3981.75,47.144995603,-117.438109178
15.02,3935.11,47.144995603,-117.479773302
15.35,3904.71,47.144995603,-117.521437426
15.3,3894.79,47.144995603,-117.56310155
15.74,3771.15,47.144995603,-117.604765674
15.07,3635.79,47.144995603,-117.646429798
15.89,2848.48,47.144995603,-117.688093922
14.93,3419.32,47.144995603,-117.77142217
15.19,3375.24,47.144995603,-117.813086294
14.99,3322.56,47.144995603,-117.854750418
14.87,3283.69,47.144995603,-117.896414542
19.71,1581.08,47.144995603,-117.938078666
15.74,2356.9,47.144995603,-118.18806341
16.32,2198.99,47.144995603,-118.271391658
19.06,1168.61,47.144995603,-118.354719906
16.94,2203.89,47.144995603,-118.39638403
16.98,2118.74,47.144995603,-118.438048154
16.45,2065.38,47.144995603,-118.479712278
16.56,2016.14,47.144995603,-118.521376402
16.19,2002.66,47.144995603,-118.563040526
15.95,1929.26,47.144995603,-118.60470465
15.83,1927,47.144995603,-118.646368774
18.67,4365.21,47.186659727,-116.896475566
17.88,4370.74,47.186659727,-116.93813969
18.01,4384.43,47.186659727,-116.979803814
17.66,4328.4,47.186659727,-117.021467938
17.8,4300.42,47.186659727,-117.063132062
17.82,4293.23,47.186659727,-117.104796186
17.72,4307.55,47.186659727,-117.14646031
17.11,4307.72,47.186659727,-117.188124434
17.03,4178.21,47.186659727,-117.229788558
16.69,4135.46,47.186659727,-117.271452682
16.3,4124.92,47.186659727,-117.313116806
16.23,4050.33,47.186659727,-117.35478093
15.81,4013.34,47.186659727,-117.396445054
15.1,3967.43,47.186659727,-117.438109178
14.84,3923.6,47.186659727,-117.479773302
15.09,3889.91,47.186659727,-117.521437426
15.04,3842.21,47.186659727,-117.56310155
14.68,3812.35,47.186659727,-117.604765674
15.45,3647.11,47.186659727,-117.646429798
15.19,3552.66,47.186659727,-117.729758046
15.18,3557.25,47.186659727,-117.77142217
15.19,3468.52,47.186659727,-117.813086294
15.13,3442.86,47.186659727,-117.854750418
14.81,3351.47,47.186659727,-117.896414542
15.8,2519.34,47.186659727,-118.18806341
14,1962.66,47.186659727,-118.229727534
13.96,1944.03,47.186659727,-118.271391658
