CV,YIELD,LAT,LONG
31.07,1476.03,46.31171312,-118.2297275
30.3,1400.48,46.31171312,-118.2713917
30.43,1255.64,46.31171312,-118.3130558
29.91,1411.85,46.31171312,-118.3547199
37.28,1128.42,46.31171312,-118.396384
56.22,727.42,46.31171312,-118.4380482
81.99,413.45,46.31171312,-118.5630405
56.89,660.05,46.31171312,-118.6047047
21.39,3104.61,46.35337725,-116.2298496
18.98,3215.48,46.35337725,-116.2715137
20.05,3167.23,46.35337725,-116.3131778
21.44,2754.85,46.35337725,-116.4381702
20.04,2819.94,46.35337725,-116.4798343
20.22,2938.44,46.35337725,-116.5214985
20.53,2828.75,46.35337725,-116.5631626
18.45,3125.82,46.35337725,-116.6881549
23.13,2741.03,46.35337725,-116.7298191
24.08,2177.63,46.35337725,-116.8131473
22.97,2475.04,46.35337725,-116.8548114
23.6,2203.08,46.35337725,-116.8964756
25.08,1591.49,46.35337725,-116.9381397
25.71,1405.71,46.35337725,-116.9798038
32.05,1356.72,46.35337725,-117.1881244
17.09,3734.85,46.35337725,-117.729758
16.77,3654.84,46.35337725,-117.7714222
16.48,3611.97,46.35337725,-117.8130863
16.75,3650.81,46.35337725,-117.8547504
20.35,3380.9,46.35337725,-117.8964145
21.45,2555.68,46.35337725,-117.9380787
22.49,2293.23,46.35337725,-117.9797428
24.66,2334.06,46.35337725,-118.0214069
25.22,2146.32,46.35337725,-118.063071
25.16,2139.58,46.35337725,-118.1047352
25.44,2065.29,46.35337725,-118.1463993
25.28,2287.61,46.35337725,-118.1880634
25.4,2014.31,46.35337725,-118.2297275
23.85,1938.28,46.35337725,-118.2713917
23.58,2035.14,46.35337725,-118.3130558
24.95,1587.31,46.35337725,-118.3547199
67.55,498.29,46.35337725,-118.4797123
80.09,386.55,46.35337725,-118.5213764
82.77,327.13,46.35337725,-118.5630405
20.88,3377.67,46.39504137,-116.2298496
20.25,3331.52,46.39504137,-116.2715137
19.54,3272.9,46.39504137,-116.3131778
19.84,3304.24,46.39504137,-116.354842
19.07,3298.23,46.39504137,-116.3965061
18.94,3179.34,46.39504137,-116.4381702
18.36,3157.58,46.39504137,-116.4798343
18.52,3222.8,46.39504137,-116.5214985
19.17,3168.49,46.39504137,-116.6048267
19.48,3438.85,46.39504137,-116.6464908
19.1,3126.78,46.39504137,-116.6881549
20.6,3095.38,46.39504137,-116.7298191
24.36,2322.26,46.39504137,-116.7714832
23.6,2300.32,46.39504137,-116.8548114
24.12,1904.69,46.39504137,-116.8964756
26.72,1664.47,46.39504137,-116.9381397
26.32,1668.95,46.39504137,-117.1464603
21.85,2911.74,46.39504137,-117.5214374
18.52,3420.71,46.39504137,-117.5631016
19.8,3264.76,46.39504137,-117.8130863
17.78,3147.63,46.39504137,-117.8547504
19.04,2781.94,46.39504137,-117.8964145
20.81,2468.24,46.39504137,-117.9380787
20.97,2402.54,46.39504137,-117.9797428
23.11,2356.53,46.39504137,-118.0214069
23.06,2197.12,46.39504137,-118.063071
23.46,2105.89,46.39504137,-118.1047352
23.66,2123.73,46.39504137,-118.1463993
22.53,1880.73,46.39504137,-118.1880634
23.44,1877.74,46.39504137,-118.2297275
23.98,1706.2,46.39504137,-118.2713917
26.7,1363.49,46.39504137,-118.3130558
31.72,1127.83,46.39504137,-118.3547199
33.2,1156.53,46.39504137,-118.396384
50.19,765.15,46.39504137,-118.4380482
72.7,441.78,46.39504137,-118.4797123
85.86,299.92,46.39504137,-118.5213764
80.48,291.18,46.39504137,-119.6879719
20.12,3457.66,46.4367055,-116.2715137
19.8,3303.4,46.4367055,-116.3131778
20.09,3453.97,46.4367055,-116.354842
18.57,3443.98,46.4367055,-116.4381702
20.02,3115.95,46.4367055,-116.4798343
18.24,3310.61,46.4367055,-116.5214985
18.01,3247.77,46.4367055,-116.5631626
19.34,3351.47,46.4367055,-116.6048267
19.91,2934.07,46.4367055,-116.6464908
20.26,2993.98,46.4367055,-116.6881549
23.31,2839.94,46.4367055,-116.7298191
23.69,2157.53,46.4367055,-116.7714832
40.14,1085.39,46.4367055,-116.8548114
26.46,1444.11,46.4367055,-117.3964451
22.21,1557.94,46.4367055,-117.4381092
23.29,2658.84,46.4367055,-117.5214374
23.78,2712.43,46.4367055,-117.5631016
23.99,2050.52,46.4367055,-117.6047657
20.63,2224.87,46.4367055,-117.8547504
24.64,1734.19,46.4367055,-118.0214069
24.88,1617.61,46.4367055,-118.063071
28.34,1166.18,46.4367055,-118.2713917
24.13,1472.7,46.4367055,-118.3130558
35.65,981.59,46.4367055,-118.3547199
39.17,998.42,46.4367055,-118.396384
55.36,723.38,46.4367055,-118.4380482
103.22,63.06,46.4367055,-118.729697
18.11,3480.3,46.47836962,-116.5631626
19.83,3386.59,46.47836962,-116.6048267
19.12,3043.15,46.47836962,-116.6464908
23.49,2742.66,46.47836962,-116.6881549
21.8,2722.67,46.47836962,-116.7298191
18.82,3394.81,46.47836962,-116.8964756
19.5,3387.53,46.47836962,-116.9798038
18.7,3302.13,46.47836962,-117.0214679
18.08,3573.81,46.47836962,-117.0631321
19.34,3415.39,46.47836962,-117.1047962
22.62,1400.67,46.47836962,-117.3131168
23.72,1488.29,46.47836962,-117.3547809
23.66,1420.68,46.47836962,-117.3964451
21.2,1722.37,46.47836962,-117.4381092
21.94,1875.8,46.47836962,-117.4797733
22.45,1686.02,46.47836962,-117.5214374
22.78,1480.49,46.47836962,-117.5631016
27.4,1278.11,46.47836962,-117.6047657
25.14,1360.09,46.47836962,-117.6880939
42.05,877.56,46.47836962,-118.3130558
44.86,869.28,46.47836962,-118.3547199
100.43,45.57,46.47836962,-118.6880329
98.59,60.05,46.47836962,-118.729697
18.39,3101.93,46.52003374,-116.8131473
18.74,3478.48,46.52003374,-116.8548114
18.82,3497.38,46.52003374,-116.8964756
18.76,3500.8,46.52003374,-116.9381397
18.34,3483.66,46.52003374,-116.9798038
19.09,3324.46,46.52003374,-117.0214679
18.74,3433.22,46.52003374,-117.0631321
18.8,3428.03,46.52003374,-117.1047962
19.46,3353.72,46.52003374,-117.1464603
20.64,2236.99,46.52003374,-117.3131168
22.08,2024.6,46.52003374,-117.3547809
20.89,2059.47,46.52003374,-117.3964451
21.61,1939.84,46.52003374,-117.4381092
22.12,1484.07,46.52003374,-117.5214374
26.42,1422.1,46.52003374,-117.5631016
25.62,1417.02,46.52003374,-117.6464298
24.55,1475.01,46.52003374,-117.6880939
23.6,1535.32,46.52003374,-117.729758
86.32,141.03,46.52003374,-118.8963535
24.52,2224.28,46.56169787,-116.3965061
23.81,2180.77,46.56169787,-116.4381702
20.38,3145.77,46.56169787,-116.4798343
20.23,3437.65,46.56169787,-116.5631626
22.5,2462.7,46.56169787,-116.6048267
20.49,3175.39,46.56169787,-116.6464908
22.93,2687.8,46.56169787,-116.6881549
20.02,2996.97,46.56169787,-116.7298191
19.87,3000.92,46.56169787,-116.7714832
17.34,3436.22,46.56169787,-116.8131473
17.46,3399.06,46.56169787,-116.8548114
18.98,3202.78,46.56169787,-116.8964756
18.2,3280.97,46.56169787,-116.9381397
17.29,3341.18,46.56169787,-116.9798038
17.8,3259.39,46.56169787,-117.0214679
17.84,3332.03,46.56169787,-117.0631321
17.94,3417.91,46.56169787,-117.1047962
19.08,3324.46,46.56169787,-117.1464603
19.54,3150.46,46.56169787,-117.1881244
21.71,2449.2,46.56169787,-117.3964451
20.65,2223.68,46.56169787,-117.4381092
106.74,35.68,46.56169787,-118.6880329
97.12,58.26,46.56169787,-118.729697
90.41,150.13,46.56169787,-118.8130253
86.69,186.31,46.56169787,-118.8546894
22.45,2010.76,46.60336199,-116.4381702
21.27,2073.7,46.60336199,-116.4798343
19.79,3219.43,46.60336199,-116.5214985
19.86,3328.53,46.60336199,-116.5631626
20,3383.44,46.60336199,-116.6048267
21.76,2881.44,46.60336199,-116.6464908
19.37,3022.29,46.60336199,-116.6881549
20.61,2978.83,46.60336199,-116.7298191
17.75,3331.64,46.60336199,-116.7714832
17.33,3337.66,46.60336199,-116.8131473
18.27,3355.55,46.60336199,-116.8548114
17.37,3305,46.60336199,-116.8964756
16.35,3306.38,46.60336199,-116.9381397
16.52,3375.51,46.60336199,-116.9798038
16.63,3518.46,46.60336199,-117.0214679
17.62,3613.68,46.60336199,-117.0631321
17.73,3480.61,46.60336199,-117.1047962
18.59,3402.51,46.60336199,-117.1464603
19.47,3168.94,46.60336199,-117.1881244
19.8,2835.67,46.60336199,-117.2297886
20.21,2658.32,46.60336199,-117.2714527
20.62,2750.87,46.60336199,-117.4381092
20.88,2460.56,46.60336199,-117.4797733
22.34,2102.87,46.60336199,-117.5214374
23.34,1966.66,46.60336199,-117.5631016
23.13,2026.91,46.60336199,-117.6464298
109.05,47.14,46.60336199,-118.5630405
122.73,31.69,46.60336199,-118.6047047
106.29,30.19,46.60336199,-118.6463688
92.69,45.53,46.60336199,-118.6880329
85.07,65.75,46.60336199,-118.729697
91.88,107.79,46.60336199,-118.7713611
21.93,3009.07,46.64502612,-116.6881549
16.15,3488.66,46.64502612,-116.7298191
16.15,3518.93,46.64502612,-116.7714832
17.26,3457.04,46.64502612,-116.8131473
17.64,3433,46.64502612,-116.8548114
18.28,3278.35,46.64502612,-116.8964756
19.16,3312.04,46.64502612,-116.9381397
17.49,3422.36,46.64502612,-116.9798038
17.38,3585.8,46.64502612,-117.0214679
17.01,3680.39,46.64502612,-117.0631321
16.58,3628.67,46.64502612,-117.1047962
17.78,3391.47,46.64502612,-117.1464603
18.79,3218.57,46.64502612,-117.1881244
19.8,2977.36,46.64502612,-117.2297886
20.78,2742.7,46.64502612,-117.2714527
21.49,2666.14,46.64502612,-117.3131168
20.22,2355.17,46.64502612,-117.4797733
22.56,2224.97,46.64502612,-117.5214374
22.4,2355.29,46.64502612,-117.5631016
19.61,1520.44,46.64502612,-117.9380787
21.22,1438.53,46.64502612,-117.9797428
21.31,1292.69,46.64502612,-118.1047352
81.79,239.41,46.64502612,-118.396384
19.97,3307.51,46.68669024,-116.6048267
21.11,2875.9,46.68669024,-116.6464908
16.46,3570.03,46.68669024,-116.6881549
16.46,3545.57,46.68669024,-116.7298191
16.16,3563.23,46.68669024,-116.7714832
16.6,3473.42,46.68669024,-116.8131473
17.57,3446.98,46.68669024,-116.8548114
19.94,3400.12,46.68669024,-116.8964756
18.6,3524.96,46.68669024,-116.9798038
16.45,3578.67,46.68669024,-117.0214679
17.62,3594.85,46.68669024,-117.0631321
18.53,3570.18,46.68669024,-117.1047962
18.63,3399.1,46.68669024,-117.1464603
19.32,3220.83,46.68669024,-117.1881244
19.33,3090.88,46.68669024,-117.2297886
19.41,2932.41,46.68669024,-117.2714527
21.1,2622.12,46.68669024,-117.3131168
21.71,2591.31,46.68669024,-117.3547809
30.14,996.06,46.68669024,-117.3964451
22.11,1317.25,46.68669024,-118.063071
23.19,1279.63,46.68669024,-118.1047352
82.51,239.52,46.68669024,-118.729697
78.6,299.88,46.68669024,-118.7713611
20.42,2679.16,46.72835436,-116.6464908
19.54,3362.98,46.72835436,-116.8131473
19.92,3416.41,46.72835436,-116.8964756
16.82,3510.48,46.72835436,-116.9381397
17.58,3604.58,46.72835436,-117.0631321
17.36,3546.09,46.72835436,-117.1047962
18.19,3025.75,46.72835436,-117.2297886
18.37,2956.98,46.72835436,-117.2714527
20.21,2880.66,46.72835436,-117.3131168
21.14,2647.54,46.72835436,-117.3547809
21.38,2444.46,46.72835436,-117.3964451
20.5,2318.81,46.72835436,-117.5214374
21.51,2351.33,46.72835436,-117.5631016
34.89,860.93,46.72835436,-117.6880939
18.52,1833.1,46.72835436,-117.8130863
18.46,1600.81,46.72835436,-117.9797428
18.99,1621.24,46.72835436,-118.063071
57.69,537.23,46.72835436,-118.6463688
57.12,558.63,46.72835436,-118.6880329
67.93,442.35,46.72835436,-118.729697
70.58,409.06,46.72835436,-118.7713611
70.87,390.98,46.72835436,-118.8130253
75.08,375.33,46.72835436,-118.8963535
18.03,3280.07,46.77001849,-116.8964756
19.45,3432.31,46.77001849,-116.9381397
16.49,3592.42,46.77001849,-116.9798038
16.87,3544.62,46.77001849,-117.0214679
16.21,3546.18,46.77001849,-117.0631321
16.81,3456.22,46.77001849,-117.1047962
17.13,3327.59,46.77001849,-117.1464603
17.94,3133.29,46.77001849,-117.1881244
18.12,3067.27,46.77001849,-117.2297886
19.1,2984.06,46.77001849,-117.2714527
19.4,2853.6,46.77001849,-117.3131168
20.89,2713.12,46.77001849,-117.3547809
21.4,2547.46,46.77001849,-117.3964451
21.09,2370.96,46.77001849,-117.4381092
20.26,2326.23,46.77001849,-117.4797733
19.78,2313.1,46.77001849,-117.5214374
19.68,2290.76,46.77001849,-117.6464298
19.25,2170.64,46.77001849,-117.6880939
18.45,2107.38,46.77001849,-117.729758
17.49,1835.59,46.77001849,-117.7714222
19.04,1768.2,46.77001849,-117.8130863
24.06,1654.34,46.77001849,-117.8964145
35.08,923.15,46.77001849,-118.3547199
46.12,786.06,46.77001849,-118.4380482
48.81,714.63,46.77001849,-118.4797123
50.96,690.28,46.77001849,-118.5630405
50.81,684.23,46.77001849,-118.6047047
51.99,663.02,46.77001849,-118.6463688
50.02,662.48,46.77001849,-118.6880329
53.95,583.47,46.77001849,-118.729697
54.64,568.28,46.77001849,-118.7713611
16.96,3526.1,46.81168261,-117.0631321
16.7,3475.77,46.81168261,-117.1047962
16.69,3354.8,46.81168261,-117.1464603
17.24,3238.4,46.81168261,-117.1881244
17.75,3237.68,46.81168261,-117.2297886
19.48,3011.16,46.81168261,-117.2714527
19.66,2931.75,46.81168261,-117.3131168
20.99,2856.4,46.81168261,-117.3547809
21.36,2694.48,46.81168261,-117.3964451
21.41,2568.56,46.81168261,-117.4381092
19.98,2500.79,46.81168261,-117.4797733
19.28,2437.42,46.81168261,-117.5214374
19.48,2457.36,46.81168261,-117.5631016
19.33,2382.82,46.81168261,-117.6047657
18.76,2263.61,46.81168261,-117.6464298
18.3,2162.55,46.81168261,-117.6880939
19.08,2040.74,46.81168261,-117.729758
20.02,1872.68,46.81168261,-117.7714222
22.55,1798.12,46.81168261,-117.8130863
21.63,1295.49,46.81168261,-118.2297275
29.79,1023.73,46.81168261,-118.3547199
34.44,991.99,46.81168261,-118.396384
51.86,702.56,46.81168261,-118.4380482
50.2,723,46.81168261,-118.4797123
46.82,761.12,46.81168261,-118.5213764
50.91,701.22,46.81168261,-118.5630405
53.02,647.22,46.81168261,-118.6047047
55.01,623.61,46.81168261,-118.6463688
48.55,653.52,46.81168261,-118.6880329
17.99,3388.19,46.85334674,-117.0214679
20.31,3434.65,46.85334674,-117.0631321
16.6,3519.19,46.85334674,-117.1047962
18.57,3398.51,46.85334674,-117.1464603
17.88,3406.42,46.85334674,-117.1881244
18.4,3189.77,46.85334674,-117.2297886
19.77,2965.56,46.85334674,-117.2714527
20.34,2829.73,46.85334674,-117.3131168
21.41,2808.12,46.85334674,-117.3547809
21.77,2720.52,46.85334674,-117.3964451
21.29,2721.24,46.85334674,-117.4381092
21.58,2691.35,46.85334674,-117.4797733
21.54,2505.85,46.85334674,-117.5214374
20.82,2404.58,46.85334674,-117.5631016
20.55,2272.7,46.85334674,-117.6047657
20.2,2094.44,46.85334674,-117.6464298
19.82,2007.13,46.85334674,-117.6880939
20.23,1894.99,46.85334674,-117.729758
24.08,1779.79,46.85334674,-117.7714222
23.82,1775.9,46.85334674,-117.8130863
17.39,1080.03,46.85334674,-117.8547504
19.28,1393.95,46.85334674,-118.2297275
25.57,624.74,46.85334674,-118.3130558
27.18,1126.29,46.85334674,-118.3547199
33.98,988.87,46.85334674,-118.396384
42.89,834.85,46.85334674,-118.4380482
41.9,841.46,46.85334674,-118.4797123
44.73,783.11,46.85334674,-118.5213764
44.07,795.11,46.85334674,-118.5630405
46.17,731.93,46.85334674,-118.6047047
53.32,637.8,46.85334674,-118.6463688
50.76,639.09,46.85334674,-118.8130253
23.01,3352.66,46.89501086,-116.9381397
22.97,3345.46,46.89501086,-116.9798038
21.37,3362.19,46.89501086,-117.0214679
20.69,3354.7,46.89501086,-117.0631321
18.74,3385.35,46.89501086,-117.1047962
21.62,3342.81,46.89501086,-117.1464603
20.45,3310.85,46.89501086,-117.1881244
19.28,3154.04,46.89501086,-117.2297886
21.27,3020.86,46.89501086,-117.2714527
21.54,2930.87,46.89501086,-117.3131168
21.7,2787.4,46.89501086,-117.3547809
23.76,2648.5,46.89501086,-117.3964451
21.7,2683.31,46.89501086,-117.4381092
22.74,2691.21,46.89501086,-117.4797733
22.28,2634.55,46.89501086,-117.5214374
22.15,2463.82,46.89501086,-117.5631016
21.9,2270.17,46.89501086,-117.6047657
20.99,2136.02,46.89501086,-117.6464298
21.04,2065.55,46.89501086,-117.6880939
21.02,1996.09,46.89501086,-117.729758
20.97,1939.31,46.89501086,-117.7714222
21.39,1811.65,46.89501086,-117.8130863
17.34,1075.47,46.89501086,-117.9797428
21.02,1676.23,46.89501086,-118.0214069
25.24,611.91,46.89501086,-118.3130558
23.77,608.76,46.89501086,-118.3547199
34.34,988.92,46.89501086,-118.396384
34.7,953.96,46.89501086,-118.4380482
35.87,907.65,46.89501086,-118.4797123
41.62,846.97,46.89501086,-118.5213764
37.46,890.12,46.89501086,-118.5630405
48.07,709.47,46.89501086,-118.6880329
44.29,702.45,46.89501086,-118.729697
45.38,708.39,46.89501086,-118.8546894
64,502.16,46.89501086,-119.0213459
19.76,3208.62,46.93667498,-116.8131473
24.09,3134.12,46.93667498,-116.8548114
24.39,3110.64,46.93667498,-116.8964756
24.25,3241.46,46.93667498,-116.9381397
23.45,3221.7,46.93667498,-116.9798038
22.77,3258.65,46.93667498,-117.0214679
21.53,3279.89,46.93667498,-117.0631321
19.85,3396.89,46.93667498,-117.1047962
20.34,3314.89,46.93667498,-117.1464603
19.67,3248.5,46.93667498,-117.1881244
19.57,3206.21,46.93667498,-117.2297886
21.48,3118.41,46.93667498,-117.2714527
21.53,2985.27,46.93667498,-117.3131168
20.34,2946.25,46.93667498,-117.3547809
23.03,2809.25,46.93667498,-117.3964451
22.51,2631.43,46.93667498,-117.4381092
21.95,2591.95,46.93667498,-117.4797733
21.16,2562.57,46.93667498,-117.5214374
20.97,2424.7,46.93667498,-117.5631016
21.43,2238.74,46.93667498,-117.6047657
22.68,2182.75,46.93667498,-117.6464298
22.73,2062.33,46.93667498,-117.6880939
22.87,2010.98,46.93667498,-117.729758
23.58,1927.09,46.93667498,-117.7714222
19.62,1104.1,46.93667498,-117.8130863
18,1061.1,46.93667498,-117.9797428
24.41,600.13,46.93667498,-118.3130558
35.37,1011.05,46.93667498,-118.3547199
36.7,958.33,46.93667498,-118.396384
37.95,894.33,46.93667498,-118.4380482
43.21,818.16,46.93667498,-118.4797123
51.77,725.67,46.93667498,-118.5213764
50.53,735.5,46.93667498,-118.5630405
49.91,735.74,46.93667498,-118.6047047
46.75,765.85,46.93667498,-118.6463688
48.49,670.96,46.93667498,-118.7713611
46.8,664.52,46.93667498,-118.8130253
63.39,504.07,46.93667498,-119.0213459
21.41,3162.82,46.97833911,-116.8548114
23.31,3165.08,46.97833911,-116.8964756
23.76,3215.36,46.97833911,-116.9381397
22.76,3169.78,46.97833911,-116.9798038
22.42,3190.91,46.97833911,-117.0214679
20.66,3308.63,46.97833911,-117.0631321
20.37,3236.21,46.97833911,-117.1047962
21.42,3177.16,46.97833911,-117.1464603
20.01,3297.53,46.97833911,-117.1881244
19.42,3208.1,46.97833911,-117.2297886
19.5,3119.32,46.97833911,-117.2714527
19.37,3115.69,46.97833911,-117.3131168
20.5,3073.26,46.97833911,-117.3547809
20.9,3023.62,46.97833911,-117.3964451
20.77,2990.83,46.97833911,-117.4381092
20.64,2852.43,46.97833911,-117.4797733
20.94,2575.15,46.97833911,-117.5214374
21.91,2228.85,46.97833911,-117.5631016
24.43,2168.95,46.97833911,-117.6047657
23.35,2123.26,46.97833911,-117.6464298
24.17,2024.87,46.97833911,-117.6880939
25.13,1962.75,46.97833911,-117.729758
19.11,1101.4,46.97833911,-117.8130863
20.84,1941.95,46.97833911,-117.8547504
22.6,1024.14,46.97833911,-118.063071
35.93,1005.03,46.97833911,-118.3130558
37.4,963.16,46.97833911,-118.3547199
39.08,899.25,46.97833911,-118.396384
42.91,838.89,46.97833911,-118.4380482
48.51,742.27,46.97833911,-118.4797123
46.33,746.91,46.97833911,-118.729697
48.32,738.21,46.97833911,-118.7713611
20.66,3146.55,47.02000323,-116.9381397
21.04,3156.36,47.02000323,-117.0214679
21.89,3184.2,47.02000323,-117.0631321
21.39,3244.72,47.02000323,-117.1047962
22.26,3228.1,47.02000323,-117.1464603
22.19,3179.4,47.02000323,-117.1881244
19.15,3211.93,47.02000323,-117.2297886
19.17,3262.76,47.02000323,-117.2714527
17.16,3176.96,47.02000323,-117.3131168
20.18,3137.14,47.02000323,-117.3547809
21.21,3078.41,47.02000323,-117.3964451
22.49,2909.7,47.02000323,-117.4381092
21.58,2804,47.02000323,-117.4797733
23.44,2716.03,47.02000323,-117.5214374
22.4,2461.31,47.02000323,-117.5631016
23.2,2204.17,47.02000323,-117.6047657
24.07,2104.69,47.02000323,-117.6464298
23.06,2121.12,47.02000323,-117.6880939
23.21,1989.39,47.02000323,-117.7714222
37.3,1026.53,47.02000323,-118.3130558
39.07,1018.59,47.02000323,-118.3547199
38.66,974.95,47.02000323,-118.396384
53.99,679.34,47.02000323,-118.5213764
40.66,826.7,47.02000323,-118.6880329
42.27,805.9,47.02000323,-118.729697
49.72,710.89,47.02000323,-118.7713611
51.44,669.76,47.02000323,-118.8546894
50.19,662.38,47.02000323,-118.8963535
21.57,3199.44,47.06166736,-117.0214679
22.87,3191.78,47.06166736,-117.0631321
20.43,3217.18,47.06166736,-117.1047962
22.93,3130.96,47.06166736,-117.1464603
21.73,3122.14,47.06166736,-117.1881244
21.46,3173.55,47.06166736,-117.2297886
21.23,3179.1,47.06166736,-117.2714527
21.51,3129.32,47.06166736,-117.3131168
19.81,3147.71,47.06166736,-117.3547809
21.24,3058.21,47.06166736,-117.3964451
21.91,3015.91,47.06166736,-117.4381092
21.55,2915.21,47.06166736,-117.4797733
24.44,2609.11,47.06166736,-117.5214374
24.49,2403.75,47.06166736,-117.5631016
26.74,2236.5,47.06166736,-117.6047657
24.02,2225.42,47.06166736,-117.6880939
22.43,2159.51,47.06166736,-117.729758
30.32,1233.78,47.06166736,-118.1880634
24.8,594.51,47.06166736,-118.3547199
38.07,1043.37,47.06166736,-118.396384
25.26,577.7,47.06166736,-118.4380482
39.59,973.32,47.06166736,-118.4797123
41.35,877.29,47.06166736,-118.5213764
38.65,893.79,47.06166736,-118.5630405
38.7,872.64,47.06166736,-118.6047047
42.05,810.68,47.06166736,-118.6880329
46.39,740.87,47.06166736,-118.729697
53.74,660.13,47.06166736,-118.7713611
46.8,709.29,47.06166736,-118.8130253
19.78,3128.89,47.10333148,-117.0214679
22.28,3177.7,47.10333148,-117.0631321
21.11,3196.51,47.10333148,-117.1047962
21.81,3088.37,47.10333148,-117.1464603
20.48,3151.97,47.10333148,-117.1881244
20.83,3168.51,47.10333148,-117.2297886
19.61,3173.64,47.10333148,-117.2714527
19.35,3155.34,47.10333148,-117.3131168
19.82,3106.9,47.10333148,-117.3547809
22.49,3015.33,47.10333148,-117.3964451
23.3,2939.76,47.10333148,-117.4381092
22.54,2861.24,47.10333148,-117.4797733
25.33,2117.4,47.10333148,-117.5214374
26.29,2042.88,47.10333148,-117.5631016
28.55,1990.65,47.10333148,-117.6047657
26.91,1977.61,47.10333148,-117.6464298
25.06,1997.51,47.10333148,-117.6880939
24.14,1955.89,47.10333148,-117.8547504
23,804.11,47.10333148,-117.9380787
33.21,1166.73,47.10333148,-118.3547199
25.57,597.96,47.10333148,-118.396384
36.6,1084.84,47.10333148,-118.4380482
35.21,1061.7,47.10333148,-118.4797123
38.52,985.6,47.10333148,-118.5213764
39.59,928.46,47.10333148,-118.5630405
40.75,841.54,47.10333148,-118.6463688
38.11,879.2,47.10333148,-118.6880329
22.58,3207.19,47.1449956,-116.8548114
23.71,3195.86,47.1449956,-116.8964756
23.46,3373.37,47.1449956,-116.9381397
21.42,3290.58,47.1449956,-116.9798038
19.9,3228.55,47.1449956,-117.0214679
23.37,3186.02,47.1449956,-117.0631321
22.11,3175.06,47.1449956,-117.1047962
21.08,3204.56,47.1449956,-117.1464603
21.97,3159.28,47.1449956,-117.1881244
20.59,3137.67,47.1449956,-117.2297886
20.11,3197.42,47.1449956,-117.2714527
19.59,3228.85,47.1449956,-117.3131168
17.93,3213.92,47.1449956,-117.3547809
22.03,3049.1,47.1449956,-117.3964451
22.26,2928.67,47.1449956,-117.4381092
22.38,2860.61,47.1449956,-117.4797733
23.85,2801.75,47.1449956,-117.5214374
22.84,2801.75,47.1449956,-117.5631016
23.98,2539.04,47.1449956,-117.6047657
22.94,2412.9,47.1449956,-117.6464298
20.78,2016.58,47.1449956,-117.6880939
24.17,2189.05,47.1449956,-117.7714222
23.1,2151.31,47.1449956,-117.8130863
22.6,2109.33,47.1449956,-117.8547504
22.13,2081.07,47.1449956,-117.8964145
21.68,813.65,47.1449956,-117.9380787
28.84,1284.6,47.1449956,-118.1880634
31.14,1180.26,47.1449956,-118.2713917
28.05,593.62,47.1449956,-118.3547199
32.4,1162.04,47.1449956,-118.396384
36.52,1088.59,47.1449956,-118.4380482
36.81,1052.33,47.1449956,-118.4797123
37.77,998.86,47.1449956,-118.5213764
38.05,995.26,47.1449956,-118.5630405
40.03,934.81,47.1449956,-118.6047047
40.23,931.96,47.1449956,-118.6463688
23.98,3231.59,47.18665973,-116.8964756
24.42,3232.68,47.18665973,-116.9381397
21.22,3316.51,47.18665973,-116.9798038
21.95,3157.05,47.18665973,-117.0214679
22.73,3135.18,47.18665973,-117.0631321
22.6,3110.93,47.18665973,-117.1047962
21.69,3158.25,47.18665973,-117.1464603
19.88,3204.98,47.18665973,-117.1881244
19.17,3165.76,47.18665973,-117.2297886
18.7,3127.23,47.18665973,-117.2714527
19.65,3100.79,47.18665973,-117.3131168
20.37,3043.01,47.18665973,-117.3547809
21.5,2977.92,47.18665973,-117.3964451
20.26,2923.95,47.18665973,-117.4381092
22.04,2836.57,47.18665973,-117.4797733
24.22,2734.59,47.18665973,-117.5214374
22.94,2704.47,47.18665973,-117.5631016
20.99,2701.77,47.18665973,-117.6047657
22.18,2462.36,47.18665973,-117.6464298
23.59,2344.07,47.18665973,-117.729758
22.86,2365.14,47.18665973,-117.7714222
25.32,2255.39,47.18665973,-117.8130863
25.13,2244.24,47.18665973,-117.8547504
24.64,2149.56,47.18665973,-117.8964145
28.12,1391.68,47.18665973,-118.1880634
19.38,989.69,47.18665973,-118.2297275
19.49,984.35,47.18665973,-118.2713917
28.62,1236.99,47.18665973,-118.3547199
28.96,1219.42,47.18665973,-118.396384
33.22,1112.45,47.18665973,-118.4380482
34.65,1073.06,47.18665973,-118.4797123
35.34,1041.1,47.18665973,-118.5213764
35.88,999.75,47.18665973,-118.5630405
37.38,956.17,47.18665973,-118.6047047
41.94,906.64,47.18665973,-118.6463688
38.79,956.8,47.18665973,-118.6880329
39.28,890.72,47.18665973,-118.7713611
44.55,827.2,47.18665973,-118.8130253
41.75,806.34,47.18665973,-118.8546894
44.38,728.52,47.18665973,-118.8963535
45.64,710.44,47.18665973,-118.9380176
21.81,3254.17,47.22832385,-116.8964756
22.51,3228.28,47.22832385,-116.9381397
21.23,3204.2,47.22832385,-116.9798038
22.33,3125.56,47.22832385,-117.0214679
21.98,3099.51,47.22832385,-117.0631321
19.9,3119.42,47.22832385,-117.1047962
20.51,3121.72,47.22832385,-117.1464603
20.81,3175.44,47.22832385,-117.1881244
19.57,3195.66,47.22832385,-117.2297886
19.85,3107.21,47.22832385,-117.2714527
19.17,3101.9,47.22832385,-117.3131168
