"YieldCoefficientVariation_Percent","YieldMean_PoundPerAcre","Latitude_DecimalDegrees","Longitude_DecimalDegrees"
19.96,2456.25,46.311713123,-116.646490822
21.86,2018.03,46.311713123,-116.72981907
24.12,2201.69,46.311713123,-116.771483194
22.48,2120.9,46.311713123,-116.813147318
20.66,2078.91,46.311713123,-116.896475566
20.36,2139.77,46.311713123,-116.93813969
21.23,2222.79,46.311713123,-117.896414542
16.87,2214.2,46.311713123,-117.938078666
16.47,2053.11,46.311713123,-117.97974279
16.22,2116.11,46.311713123,-118.021406914
16,2156.8,46.311713123,-118.063071038
15.7,2134.7,46.311713123,-118.104735162
17.51,2029.29,46.311713123,-118.146399286
17.56,1920.88,46.311713123,-118.18806341
18.85,1952.92,46.311713123,-118.229727534
18.63,1886.76,46.311713123,-118.271391658
19.7,1794.93,46.311713123,-118.313055782
19.96,1863.2,46.311713123,-118.354719906
20.88,1735.36,46.311713123,-118.39638403
23.97,1463.14,46.311713123,-118.438048154
24.66,1249.36,46.311713123,-118.563040526
21.64,1421.87,46.311713123,-118.60470465
25.06,2110.74,46.353377247,-116.229849582
25.79,2166.35,46.353377247,-116.271513706
24.45,2183.91,46.353377247,-116.31317783
24.44,2103.01,46.353377247,-116.438170202
22.3,2177.68,46.353377247,-116.479834326
20.88,2357.49,46.353377247,-116.52149845
20.8,2359.7,46.353377247,-116.563162574
21.3,1987.31,46.353377247,-116.688154946
18.96,1976.68,46.353377247,-116.72981907
17.66,1980.75,46.353377247,-116.813147318
17.28,2127.03,46.353377247,-116.854811442
17,2075.75,46.353377247,-116.896475566
16.53,1930,46.353377247,-116.93813969
17.27,1814.47,46.353377247,-116.979803814
17.74,1883.17,46.353377247,-117.188124434
21.06,2321.82,46.353377247,-117.729758046
21.13,2240.17,46.353377247,-117.77142217
21.99,2208.38,46.353377247,-117.813086294
22.46,2156.93,46.353377247,-117.854750418
21.82,2104.22,46.353377247,-117.896414542
19.87,2120.84,46.353377247,-117.938078666
16.85,2156.03,46.353377247,-117.97974279
16.37,2171.22,46.353377247,-118.021406914
16.18,2146.48,46.353377247,-118.063071038
16.33,2160.08,46.353377247,-118.104735162
15.55,2136.24,46.353377247,-118.146399286
16.09,2202.07,46.353377247,-118.18806341
17.09,2159.35,46.353377247,-118.229727534
16.82,2159.18,46.353377247,-118.271391658
17.05,2166.67,46.353377247,-118.313055782
16.13,2027.39,46.353377247,-118.354719906
24.96,1287.88,46.353377247,-118.479712278
26.54,1215.13,46.353377247,-118.521376402
24.89,1169.84,46.353377247,-118.563040526
20.61,2104.66,46.395041371,-116.229849582
26.18,2114.4,46.395041371,-116.271513706
23.46,2057.27,46.395041371,-116.31317783
22.58,2062.84,46.395041371,-116.354841954
23.99,2092.52,46.395041371,-116.396506078
23.95,2212.9,46.395041371,-116.438170202
23.11,2242.56,46.395041371,-116.479834326
22.35,2289.66,46.395041371,-116.52149845
23.25,2103.61,46.395041371,-116.604826698
20.61,2024.85,46.395041371,-116.646490822
19.67,2014.2,46.395041371,-116.688154946
18.38,1999.76,46.395041371,-116.72981907
16.94,1928.4,46.395041371,-116.771483194
17.38,2015.07,46.395041371,-116.854811442
16.49,2013.04,46.395041371,-116.896475566
17.09,1916.66,46.395041371,-116.93813969
16.07,1983.32,46.395041371,-117.14646031
22.46,2379.4,46.395041371,-117.521437426
23.46,2364.02,46.395041371,-117.56310155
22.34,2121.62,46.395041371,-117.813086294
20.71,2083.7,46.395041371,-117.854750418
20.8,2106.44,46.395041371,-117.896414542
18.99,2092.55,46.395041371,-117.938078666
18.88,2102.58,46.395041371,-117.97974279
19.11,2106.96,46.395041371,-118.021406914
17.09,2101.44,46.395041371,-118.063071038
16.49,2127.32,46.395041371,-118.104735162
16.71,2138.31,46.395041371,-118.146399286
18.73,2089.95,46.395041371,-118.18806341
16.83,2109.99,46.395041371,-118.229727534
16.77,2083.3,46.395041371,-118.271391658
17.39,1939.6,46.395041371,-118.313055782
18.89,1764.66,46.395041371,-118.354719906
18.89,1789.42,46.395041371,-118.39638403
22,1500.11,46.395041371,-118.438048154
25.96,1242.27,46.395041371,-118.479712278
28.49,1097.51,46.395041371,-118.521376402
26.75,1081.26,46.395041371,-119.687971874
23.33,2116.49,46.436705495,-116.271513706
22.92,2029.84,46.436705495,-116.31317783
21.88,2064.21,46.436705495,-116.354841954
23.41,2090.88,46.436705495,-116.438170202
23.73,2072.72,46.436705495,-116.479834326
24.88,2138.82,46.436705495,-116.52149845
24.18,2147.91,46.436705495,-116.563162574
23.55,2109.26,46.436705495,-116.604826698
18.2,1945.21,46.436705495,-116.646490822
18.46,2013.25,46.436705495,-116.688154946
18.78,1955.64,46.436705495,-116.72981907
17.42,1886.84,46.436705495,-116.771483194
18.13,1376.05,46.436705495,-116.854811442
21.93,2070.03,46.436705495,-117.396445054
21.27,2146.91,46.436705495,-117.438109178
22.64,2244.92,46.436705495,-117.521437426
22.2,2250.09,46.436705495,-117.56310155
20.63,2163.08,46.436705495,-117.604765674
17.67,2059.4,46.436705495,-117.854750418
15.56,1873.93,46.436705495,-118.021406914
17.36,1973.14,46.436705495,-118.063071038
17.11,1797.08,46.436705495,-118.271391658
16.17,1979.79,46.436705495,-118.313055782
18.69,1648.24,46.436705495,-118.354719906
19.48,1691.44,46.436705495,-118.39638403
21.44,1476.53,46.436705495,-118.438048154
32.57,706.88,46.436705495,-118.729697022
20.81,1994.02,46.478369619,-116.563162574
22.69,2066.29,46.478369619,-116.604826698
18.44,1957.29,46.478369619,-116.646490822
17.12,1895.01,46.478369619,-116.688154946
18.01,1959.22,46.478369619,-116.72981907
21.1,2261.86,46.478369619,-116.896475566
21.37,2235.04,46.478369619,-116.979803814
23.01,2281.99,46.478369619,-117.021467938
22.64,2382.16,46.478369619,-117.063132062
23.91,2374.67,46.478369619,-117.104796186
22.31,2025.39,46.478369619,-117.313116806
21.86,2069.71,46.478369619,-117.35478093
21.01,2090.07,46.478369619,-117.396445054
20.92,2164.52,46.478369619,-117.438109178
21.5,2174.81,46.478369619,-117.479773302
21.92,2113.82,46.478369619,-117.521437426
21.88,1984.39,46.478369619,-117.56310155
23.22,1818.37,46.478369619,-117.604765674
22.78,1844.78,46.478369619,-117.688093922
19.59,1581.12,46.478369619,-118.313055782
20.23,1585.15,46.478369619,-118.354719906
42.02,580.34,46.478369619,-118.688032898
36.25,668.06,46.478369619,-118.729697022
20.87,2218.71,46.520033743,-116.813147318
22.98,2285.76,46.520033743,-116.854811442
23.74,2278.55,46.520033743,-116.896475566
24.06,2298.23,46.520033743,-116.93813969
23.79,2325.98,46.520033743,-116.979803814
22.94,2332.52,46.520033743,-117.021467938
24.88,2344.7,46.520033743,-117.063132062
22.57,2407.28,46.520033743,-117.104796186
21.79,2431.71,46.520033743,-117.14646031
21.36,2305.07,46.520033743,-117.313116806
22.7,2253.99,46.520033743,-117.35478093
21.32,2263.14,46.520033743,-117.396445054
21.03,2216.91,46.520033743,-117.438109178
21.23,1987.15,46.520033743,-117.521437426
22.25,1899.05,46.520033743,-117.56310155
18.94,1933.22,46.520033743,-117.646429798
19.09,1943.99,46.520033743,-117.688093922
18.73,1948.88,46.520033743,-117.729758046
25.1,932.34,46.520033743,-118.896353518
23.44,2177.91,46.561697867,-116.396506078
23.17,2165.66,46.561697867,-116.438170202
22.84,2140.48,46.561697867,-116.479834326
22.44,2122.32,46.561697867,-116.563162574
24.55,2005.1,46.561697867,-116.604826698
22.85,2035.87,46.561697867,-116.646490822
21.55,1995.77,46.561697867,-116.688154946
18.74,1925.32,46.561697867,-116.72981907
20.71,1947.13,46.561697867,-116.771483194
23.52,2228.62,46.561697867,-116.813147318
24.09,2262.76,46.561697867,-116.854811442
22.77,2265.48,46.561697867,-116.896475566
21.85,2325.68,46.561697867,-116.93813969
22.46,2334.93,46.561697867,-116.979803814
22.16,2329.29,46.561697867,-117.021467938
24.62,2322.3,46.561697867,-117.063132062
22.14,2361.2,46.561697867,-117.104796186
21.69,2396.51,46.561697867,-117.14646031
22.17,2383.05,46.561697867,-117.188124434
20.75,2303.18,46.561697867,-117.396445054
19.88,2255.86,46.561697867,-117.438109178
45.98,514.65,46.561697867,-118.688032898
39.56,626.4,46.561697867,-118.729697022
26.09,909.97,46.561697867,-118.81302527
23.06,988.37,46.561697867,-118.854689394
21.48,2136.22,46.603361991,-116.438170202
23.55,2089.42,46.603361991,-116.479834326
23.9,2139.37,46.603361991,-116.52149845
24.63,2117.87,46.603361991,-116.563162574
22.22,2104.49,46.603361991,-116.604826698
22.45,1893.85,46.603361991,-116.646490822
20.56,1864.58,46.603361991,-116.688154946
21.17,1960.31,46.603361991,-116.72981907
22.23,2183.97,46.603361991,-116.771483194
22.4,2177.37,46.603361991,-116.813147318
23.07,2243.77,46.603361991,-116.854811442
22.09,2301.64,46.603361991,-116.896475566
22.52,2332.11,46.603361991,-116.93813969
21.99,2353.8,46.603361991,-116.979803814
23.09,2363.07,46.603361991,-117.021467938
23.9,2409.96,46.603361991,-117.063132062
21.86,2418.9,46.603361991,-117.104796186
22.26,2376.9,46.603361991,-117.14646031
21.35,2355.41,46.603361991,-117.188124434
21.57,2337.23,46.603361991,-117.229788558
20.25,2350.42,46.603361991,-117.271452682
20.59,2291.79,46.603361991,-117.438109178
20.83,2265.07,46.603361991,-117.479773302
20.11,2105.49,46.603361991,-117.521437426
17.78,2108.45,46.603361991,-117.56310155
17.26,2074.1,46.603361991,-117.646429798
42.95,566.52,46.603361991,-118.563040526
51.55,466.81,46.603361991,-118.60470465
48.52,481.46,46.603361991,-118.646368774
39.39,575.51,46.603361991,-118.688032898
35.99,673.22,46.603361991,-118.729697022
28.24,820.72,46.603361991,-118.771361146
21.28,1923.97,46.645026115,-116.688154946
22.77,2154.93,46.645026115,-116.72981907
23.07,2173.28,46.645026115,-116.771483194
24.39,2186.95,46.645026115,-116.813147318
24.1,2230.68,46.645026115,-116.854811442
22.26,2272.25,46.645026115,-116.896475566
21.88,2312.5,46.645026115,-116.93813969
21.58,2411.47,46.645026115,-116.979803814
23.21,2386.18,46.645026115,-117.021467938
23.03,2441.67,46.645026115,-117.063132062
23.72,2398.36,46.645026115,-117.104796186
21.74,2375.85,46.645026115,-117.14646031
21.78,2337.34,46.645026115,-117.188124434
24.34,2287.63,46.645026115,-117.229788558
19.77,2338.91,46.645026115,-117.271452682
19.66,2321.44,46.645026115,-117.313116806
19.49,2190.97,46.645026115,-117.479773302
15.45,2149.36,46.645026115,-117.521437426
15.64,2130.21,46.645026115,-117.56310155
15.59,1969.42,46.645026115,-117.938078666
16.53,1930.61,46.645026115,-117.97974279
15.58,1864.81,46.645026115,-118.104735162
26.76,1009.78,46.645026115,-118.39638403
24.26,2140.13,46.686690239,-116.604826698
23.6,1995.04,46.686690239,-116.646490822
22.91,2173.64,46.686690239,-116.688154946
22.75,2166.31,46.686690239,-116.72981907
25.69,2166.4,46.686690239,-116.771483194
24.98,2163.64,46.686690239,-116.813147318
24.58,2209.64,46.686690239,-116.854811442
23.02,2265.07,46.686690239,-116.896475566
23.21,2388.64,46.686690239,-116.979803814
21.26,2354.42,46.686690239,-117.021467938
21.42,2391.13,46.686690239,-117.063132062
19.72,2427.33,46.686690239,-117.104796186
19.95,2435.34,46.686690239,-117.14646031
19.83,2367.06,46.686690239,-117.188124434
23.35,2280.69,46.686690239,-117.229788558
19.88,2317.51,46.686690239,-117.271452682
19.55,2280.7,46.686690239,-117.313116806
19.57,2270.05,46.686690239,-117.35478093
20.8,1425.28,46.686690239,-117.396445054
15.39,1908.77,46.686690239,-118.063071038
15.45,1874.22,46.686690239,-118.104735162
23.05,1028.74,46.686690239,-118.729697022
20.42,1118.36,46.686690239,-118.771361146
22.72,2010.67,46.728354363,-116.646490822
22.63,2236.78,46.728354363,-116.813147318
22.7,2288.85,46.728354363,-116.896475566
21.15,2331.87,46.728354363,-116.93813969
21.37,2383.84,46.728354363,-117.063132062
21.73,2390.68,46.728354363,-117.104796186
18.74,2351.87,46.728354363,-117.229788558
20.13,2301.69,46.728354363,-117.271452682
19.29,2312.57,46.728354363,-117.313116806
20.08,2307.16,46.728354363,-117.35478093
19.3,2280.38,46.728354363,-117.396445054
18.8,2163.26,46.728354363,-117.521437426
15.8,2168.84,46.728354363,-117.56310155
14.18,1322.04,46.728354363,-117.688093922
14.68,2072.37,46.728354363,-117.813086294
15.26,1991.49,46.728354363,-117.97974279
14.68,1993.38,46.728354363,-118.063071038
18.84,1321.51,46.728354363,-118.646368774
18.26,1361.71,46.728354363,-118.688032898
18.91,1269.13,46.728354363,-118.729697022
19.44,1242.17,46.728354363,-118.771361146
18.95,1234.95,46.728354363,-118.81302527
18.76,1225.66,46.728354363,-118.896353518
19.93,2371.18,46.770018487,-116.896475566
21.55,2340.84,46.770018487,-116.93813969
22.77,2323.28,46.770018487,-116.979803814
24.08,2302.5,46.770018487,-117.021467938
23.24,2346.47,46.770018487,-117.063132062
21.02,2369.62,46.770018487,-117.104796186
19.77,2362.29,46.770018487,-117.14646031
19.1,2350.56,46.770018487,-117.188124434
19.86,2374.91,46.770018487,-117.229788558
19.51,2334.1,46.770018487,-117.271452682
20.54,2299.2,46.770018487,-117.313116806
19.79,2281.55,46.770018487,-117.35478093
20.21,2262.89,46.770018487,-117.396445054
20.61,2245.37,46.770018487,-117.438109178
20.54,2200.13,46.770018487,-117.479773302
20.94,2130.43,46.770018487,-117.521437426
17.25,2124.45,46.770018487,-117.646429798
15.45,2112.82,46.770018487,-117.688093922
15.67,2114.89,46.770018487,-117.729758046
16.44,2053.3,46.770018487,-117.77142217
16.14,2018.92,46.770018487,-117.813086294
17.48,1997.91,46.770018487,-117.896414542
14.69,1653.64,46.770018487,-118.354719906
15.91,1585.02,46.770018487,-118.438048154
15.74,1498.26,46.770018487,-118.479712278
16.11,1475.43,46.770018487,-118.563040526
16.26,1459.16,46.770018487,-118.60470465
16.51,1441.76,46.770018487,-118.646368774
15.41,1448.74,46.770018487,-118.688032898
16.65,1396.97,46.770018487,-118.729697022
16.07,1392.03,46.770018487,-118.771361146
21.99,2375.19,46.811682611,-117.063132062
22.24,2331.32,46.811682611,-117.104796186
22.44,2299.24,46.811682611,-117.14646031
19.25,2329.53,46.811682611,-117.188124434
21.55,2321.74,46.811682611,-117.229788558
19.32,2341.37,46.811682611,-117.271452682
19.94,2326.33,46.811682611,-117.313116806
18.49,2349.39,46.811682611,-117.35478093
19.37,2295.42,46.811682611,-117.396445054
21.31,2245.4,46.811682611,-117.438109178
20.19,2207.56,46.811682611,-117.479773302
19.71,2193.97,46.811682611,-117.521437426
19.02,2163.23,46.811682611,-117.56310155
18.57,2161.92,46.811682611,-117.604765674
18.7,2089.42,46.811682611,-117.646429798
19.39,2047.52,46.811682611,-117.688093922
19.8,2045.26,46.811682611,-117.729758046
19.51,2013.15,46.811682611,-117.77142217
17.61,2033.65,46.811682611,-117.813086294
15.61,1881.79,46.811682611,-118.229727534
18.53,1728.42,46.811682611,-118.354719906
17.9,1725.52,46.811682611,-118.39638403
19.5,1511.79,46.811682611,-118.438048154
16.01,1545.51,46.811682611,-118.479712278
15.23,1578.79,46.811682611,-118.521376402
18.63,1526.41,46.811682611,-118.563040526
15.78,1461.15,46.811682611,-118.60470465
15.5,1442.9,46.811682611,-118.646368774
15.61,1455.73,46.811682611,-118.688032898
19.86,2437.47,46.853346735,-117.021467938
20.96,2367.31,46.853346735,-117.063132062
22.37,2325.35,46.853346735,-117.104796186
21.23,2345.79,46.853346735,-117.14646031
20.95,2360.38,46.853346735,-117.188124434
18.78,2334,46.853346735,-117.229788558
20.32,2279.34,46.853346735,-117.271452682
18.28,2303.43,46.853346735,-117.313116806
19.82,2322.12,46.853346735,-117.35478093
19.42,2278.91,46.853346735,-117.396445054
19.23,2264.7,46.853346735,-117.438109178
19.51,2266.1,46.853346735,-117.479773302
20.68,2203.06,46.853346735,-117.521437426
19.79,2154.09,46.853346735,-117.56310155
19.19,2104.52,46.853346735,-117.604765674
18.16,2085.2,46.853346735,-117.646429798
18.5,2054.22,46.853346735,-117.688093922
19.05,2058.55,46.853346735,-117.729758046
18.1,2047.79,46.853346735,-117.77142217
18.74,2021.53,46.853346735,-117.813086294
13.22,1825.23,46.853346735,-117.854750418
18.26,1880.93,46.853346735,-118.229727534
15.19,1151.58,46.853346735,-118.313055782
18.51,1783.16,46.853346735,-118.354719906
18.45,1703.9,46.853346735,-118.39638403
18.51,1631.67,46.853346735,-118.438048154
18.11,1624.01,46.853346735,-118.479712278
18.06,1596.14,46.853346735,-118.521376402
18.49,1610.78,46.853346735,-118.563040526
18.36,1550.62,46.853346735,-118.60470465
17.92,1466.82,46.853346735,-118.646368774
15.92,1461.38,46.853346735,-118.81302527
21.76,2341.67,46.895010859,-116.93813969
21.71,2334.15,46.895010859,-116.979803814
22.5,2313.96,46.895010859,-117.021467938
21.25,2331.03,46.895010859,-117.063132062
20.78,2301.25,46.895010859,-117.104796186
21.17,2313.15,46.895010859,-117.14646031
21.3,2312.17,46.895010859,-117.188124434
18.85,2302.61,46.895010859,-117.229788558
20.01,2260.24,46.895010859,-117.271452682
19.42,2258.66,46.895010859,-117.313116806
18.87,2292.49,46.895010859,-117.35478093
19.42,2259.25,46.895010859,-117.396445054
19.33,2253.67,46.895010859,-117.438109178
19.53,2252.83,46.895010859,-117.479773302
19.35,2233.92,46.895010859,-117.521437426
19.74,2186.02,46.895010859,-117.56310155
19.78,2143.89,46.895010859,-117.604765674
19.51,2061.33,46.895010859,-117.646429798
19.51,2047.5,46.895010859,-117.688093922
19.34,2029.59,46.895010859,-117.729758046
19.82,2001.94,46.895010859,-117.77142217
18.46,1977.15,46.895010859,-117.813086294
16.53,1753.69,46.895010859,-117.97974279
19,1939.65,46.895010859,-118.021406914
14.82,1133.77,46.895010859,-118.313055782
14.41,1130.54,46.895010859,-118.354719906
18.15,1728.01,46.895010859,-118.39638403
17.84,1694.7,46.895010859,-118.438048154
18.12,1648.77,46.895010859,-118.479712278
18.44,1611.52,46.895010859,-118.521376402
17.26,1649.19,46.895010859,-118.563040526
19.08,1536.38,46.895010859,-118.688032898
15.9,1490.67,46.895010859,-118.729697022
15.04,1525.9,46.895010859,-118.854689394
15.57,1388.85,46.895010859,-119.02134589
17.97,2350.77,46.936674983,-116.813147318
20.34,2351.28,46.936674983,-116.854811442
19.98,2378.93,46.936674983,-116.896475566
21.81,2338.11,46.936674983,-116.93813969
21.12,2286.99,46.936674983,-116.979803814
21.29,2291.04,46.936674983,-117.021467938
20.73,2288.33,46.936674983,-117.063132062
21.34,2277.12,46.936674983,-117.104796186
21,2248.64,46.936674983,-117.14646031
20.97,2253.51,46.936674983,-117.188124434
21.74,2229.04,46.936674983,-117.229788558
20.28,2263.62,46.936674983,-117.271452682
19.84,2237.99,46.936674983,-117.313116806
19.34,2251.51,46.936674983,-117.35478093
19.29,2256.94,46.936674983,-117.396445054
19.31,2198.16,46.936674983,-117.438109178
19.57,2205.23,46.936674983,-117.479773302
20.17,2167.71,46.936674983,-117.521437426
20.19,2146.32,46.936674983,-117.56310155
19.22,2102.62,46.936674983,-117.604765674
19.37,2069.92,46.936674983,-117.646429798
19.68,2044.26,46.936674983,-117.688093922
19.54,2031.93,46.936674983,-117.729758046
19.37,2008.44,46.936674983,-117.77142217
15.66,1816.26,46.936674983,-117.813086294
16.38,1737.92,46.936674983,-117.97974279
14.44,1125.99,46.936674983,-118.313055782
19.12,1724.18,46.936674983,-118.354719906
19.05,1680.53,46.936674983,-118.39638403
18.88,1641.31,46.936674983,-118.438048154
18.77,1581.53,46.936674983,-118.479712278
18.09,1567.49,46.936674983,-118.521376402
18.52,1563.87,46.936674983,-118.563040526
18.39,1569.08,46.936674983,-118.60470465
17.67,1602.72,46.936674983,-118.646368774
15.13,1503.33,46.936674983,-118.771361146
14.8,1466.23,46.936674983,-118.81302527
16.35,1372.73,46.936674983,-119.02134589
17.73,2356.58,46.978339107,-116.854811442
19.82,2358.82,46.978339107,-116.896475566
21.13,2294.41,46.978339107,-116.93813969
19.16,2304.38,46.978339107,-116.979803814
20.64,2269.09,46.978339107,-117.021467938
21.54,2285.99,46.978339107,-117.063132062
21.08,2268.39,46.978339107,-117.104796186
21.51,2230.94,46.978339107,-117.14646031
22.92,2214.8,46.978339107,-117.188124434
20.08,2253.36,46.978339107,-117.229788558
19.87,2243.48,46.978339107,-117.271452682
22.35,2222.92,46.978339107,-117.313116806
20.1,2248.19,46.978339107,-117.35478093
19.85,2250.13,46.978339107,-117.396445054
20.16,2234.98,46.978339107,-117.438109178
19.2,2198.82,46.978339107,-117.479773302
19.78,2147.61,46.978339107,-117.521437426
19.35,2085.29,46.978339107,-117.56310155
19.31,2079.36,46.978339107,-117.604765674
19.43,2059.47,46.978339107,-117.646429798
19.52,2034.84,46.978339107,-117.688093922
19.23,2011.07,46.978339107,-117.729758046
15.61,1798.88,46.978339107,-117.813086294
19.42,1982.55,46.978339107,-117.854750418
16.14,1726.7,46.978339107,-118.063071038
18.89,1734.78,46.978339107,-118.313055782
19.59,1704.25,46.978339107,-118.354719906
19.13,1643.71,46.978339107,-118.39638403
19.09,1605.19,46.978339107,-118.438048154
18.36,1549.51,46.978339107,-118.479712278
18.36,1565.45,46.978339107,-118.729697022
16.79,1574.2,46.978339107,-118.771361146
19.1,2321.36,47.020003231,-116.93813969
20.11,2288.47,47.020003231,-117.021467938
20.84,2212.78,47.020003231,-117.063132062
21.73,2207.55,47.020003231,-117.104796186
22.19,2174.95,47.020003231,-117.14646031
22.3,2179.52,47.020003231,-117.188124434
22.65,2189.32,47.020003231,-117.229788558
23.2,2207.02,47.020003231,-117.271452682
21.56,2244.65,47.020003231,-117.313116806
19.95,2227.1,47.020003231,-117.35478093
20.22,2240.64,47.020003231,-117.396445054
20.37,2209.59,47.020003231,-117.438109178
20.6,2170.19,47.020003231,-117.479773302
20.35,2152.98,47.020003231,-117.521437426
20.48,2111.88,47.020003231,-117.56310155
20.56,2078.01,47.020003231,-117.604765674
19.91,2073.37,47.020003231,-117.646429798
19.1,2072.86,47.020003231,-117.688093922
19.2,2022.8,47.020003231,-117.77142217
18.97,1782.48,47.020003231,-118.313055782
19.12,1773.37,47.020003231,-118.354719906
18.99,1719.88,47.020003231,-118.39638403
18.12,1516.57,47.020003231,-118.521376402
17.51,1623.26,47.020003231,-118.688032898
17.36,1593.89,47.020003231,-118.729697022
17.04,1541.8,47.020003231,-118.771361146
17.14,1525.41,47.020003231,-118.854689394
17.39,1507.42,47.020003231,-118.896353518
20.43,2240.92,47.061667355,-117.021467938
21.56,2196.67,47.061667355,-117.063132062
21.73,2171.65,47.061667355,-117.104796186
22.21,2145.77,47.061667355,-117.14646031
21.74,2158.67,47.061667355,-117.188124434
22.51,2168.02,47.061667355,-117.229788558
22.7,2184.56,47.061667355,-117.271452682
22.98,2177.77,47.061667355,-117.313116806
19.23,2244.53,47.061667355,-117.35478093
20.2,2190.82,47.061667355,-117.396445054
20.94,2171.51,47.061667355,-117.438109178
20.77,2172.47,47.061667355,-117.479773302
20.02,2124.99,47.061667355,-117.521437426
19.77,2116.14,47.061667355,-117.56310155
20.39,2086.25,47.061667355,-117.604765674
19.47,2067.95,47.061667355,-117.688093922
18.61,2059.36,47.061667355,-117.729758046
19.63,1818.64,47.061667355,-118.18806341
14.67,1129.55,47.061667355,-118.354719906
19.45,1782.86,47.061667355,-118.39638403
14.52,1114.92,47.061667355,-118.438048154
18.86,1726.52,47.061667355,-118.479712278
19.03,1649.83,47.061667355,-118.521376402
18.57,1656.83,47.061667355,-118.563040526
17.97,1628.01,47.061667355,-118.60470465
17.44,1608.97,47.061667355,-118.688032898
17.23,1557.16,47.061667355,-118.729697022
17.32,1520.27,47.061667355,-118.771361146
17.1,1534.62,47.061667355,-118.81302527
19.21,2217.44,47.103331479,-117.021467938
20.9,2184.22,47.103331479,-117.063132062
21.74,2168.63,47.103331479,-117.104796186
23.02,2108.92,47.103331479,-117.14646031
22.18,2124.66,47.103331479,-117.188124434
22.87,2136.03,47.103331479,-117.229788558
22.53,2163.93,47.103331479,-117.271452682
22.2,2202.09,47.103331479,-117.313116806
19.49,2212.23,47.103331479,-117.35478093
20.35,2180.61,47.103331479,-117.396445054
19.73,2186.03,47.103331479,-117.438109178
19.92,2163.88,47.103331479,-117.479773302
18.15,1967.52,47.103331479,-117.521437426
17.25,1958.96,47.103331479,-117.56310155
17.87,1914.84,47.103331479,-117.604765674
16.95,1918.48,47.103331479,-117.646429798
16.39,1901.8,47.103331479,-117.688093922
18.46,1987.86,47.103331479,-117.854750418
15.29,1425.98,47.103331479,-117.938078666
19.51,1810.03,47.103331479,-118.354719906
14.46,1133.34,47.103331479,-118.39638403
19.67,1788.64,47.103331479,-118.438048154
19.63,1773.62,47.103331479,-118.479712278
18.42,1720.71,47.103331479,-118.521376402
18.93,1679.93,47.103331479,-118.563040526
18.87,1619.71,47.103331479,-118.646368774
17.55,1662.62,47.103331479,-118.688032898
20.85,2178.02,47.144995603,-116.854811442
19.96,2162.39,47.144995603,-116.896475566
18.63,2192.45,47.144995603,-116.93813969
20.34,2204.42,47.144995603,-116.979803814
20.63,2204.7,47.144995603,-117.021467938
21.05,2136.71,47.144995603,-117.063132062
22.06,2127.1,47.144995603,-117.104796186
22.99,2119.74,47.144995603,-117.14646031
19.9,2172.78,47.144995603,-117.188124434
22.41,2132.72,47.144995603,-117.229788558
22.63,2171.04,47.144995603,-117.271452682
20.69,2226.33,47.144995603,-117.313116806
21.74,2204.95,47.144995603,-117.35478093
22.07,2152.68,47.144995603,-117.396445054
19.33,2196.24,47.144995603,-117.438109178
19.75,2174.5,47.144995603,-117.479773302
19.83,2164.8,47.144995603,-117.521437426
19.37,2183.37,47.144995603,-117.56310155
20.1,2117.21,47.144995603,-117.604765674
19.34,2108.29,47.144995603,-117.646429798
17.11,1888.18,47.144995603,-117.688093922
19.3,2027.39,47.144995603,-117.77142217
19.83,2018.06,47.144995603,-117.813086294
19.08,2046.94,47.144995603,-117.854750418
19.41,2025.87,47.144995603,-117.896414542
14.66,1443.49,47.144995603,-117.938078666
19.8,1854.14,47.144995603,-118.18806341
18.92,1812.3,47.144995603,-118.271391658
14.28,1134.11,47.144995603,-118.354719906
19.66,1818.12,47.144995603,-118.39638403
19.25,1785.5,47.144995603,-118.438048154
19,1761.23,47.144995603,-118.479712278
18.57,1741.93,47.144995603,-118.521376402
18.51,1728.64,47.144995603,-118.563040526
18.42,1692.61,47.144995603,-118.60470465
18.23,1695.86,47.144995603,-118.646368774
20.84,2158.35,47.186659727,-116.896475566
20.89,2107.57,47.186659727,-116.93813969
18.47,2146.85,47.186659727,-116.979803814
20.99,2097.88,47.186659727,-117.021467938
21.43,2084.3,47.186659727,-117.063132062
21.88,2114.26,47.186659727,-117.104796186
22.66,2099.92,47.186659727,-117.14646031
22.5,2120.55,47.186659727,-117.188124434
22.79,2118.47,47.186659727,-117.229788558
22.16,2156.45,47.186659727,-117.271452682
22.73,2161.29,47.186659727,-117.313116806
21.88,2153.44,47.186659727,-117.35478093
21.87,2153.19,47.186659727,-117.396445054
18.95,2193.15,47.186659727,-117.438109178
19.53,2178.43,47.186659727,-117.479773302
20.54,2130.5,47.186659727,-117.521437426
19.91,2156.26,47.186659727,-117.56310155
20.59,2127.91,47.186659727,-117.604765674
19.51,2089.16,47.186659727,-117.646429798
20.04,2087.62,47.186659727,-117.729758046
20.34,2093.73,47.186659727,-117.77142217
20.11,2072.58,47.186659727,-117.813086294
20.46,2061.52,47.186659727,-117.854750418
20.09,2047.02,47.186659727,-117.896414542
19.54,1920.54,47.186659727,-118.18806341
15.93,1732.65,47.186659727,-118.229727534
15.8,1728.16,47.186659727,-118.271391658
22.01,1807.64,47.186659727,-118.354719906
